#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2013-10-01T22:04:51 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ524b46cf1f93	
#INFO	-out.max=unlimited	
#INFO	queryParameters=24	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:VIII/65&tab:{VIII/65/nvss}&key:source=nvss&HTTPPRM:&&-ref=VIZ524b46cf1f93&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=VIII/65/nvss
#-order=I
#-out=NVSS
#-out=RAJ2000
#-out=DEJ2000
#-out=e_RAJ2000
#-out=e_DEJ2000
#-out=S1.4
#-sort=S1.4
#S1.4=> 1000
#-out=e_S1.4
#-out=polFlux
#-out=polPA
#-out=e_polFlux
#-out=e_polPA
#Image=Image
#

#RESOURCE=yCat_8065
#Name: VIII/65
#Title: 1.4GHz NRAO VLA Sky Survey (NVSS) (Condon+ 1998)
#Table	VIII_65_nvss:
#Name: VIII/65/nvss
#Title: The NVSS Catalog
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	NVSS	(a14)	Source name (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Right Ascension J2000 (2)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Declination J2000 (2)	[ucd=pos.eq.dec;meta.main]
#Column	e_RAJ2000	(F5.2)	Mean error on RA	[ucd=stat.error;pos.eq.ra]
#Column	e_DEJ2000	(F4.1)	Mean error on Dec	[ucd=stat.error;pos.eq.dec]
#Column	S1.4	(F8.1)	Integrated 1.4GHz flux density of radio source	[ucd=phot.flux.density;em.radio.750-1500MHz]
#Column	e_S1.4	(F7.1)	Mean error on S1.4	[ucd=stat.error]
#Column	polFlux	(F6.2)	? Integrated linearly polarized flux density	[ucd=phot.flux.density]
#Column	polPA	(F5.1)	[-90,90]? The position angle of polFlux (4)	[ucd=pos.posAng;phys.polarization]
#Column	e_polFlux	(F5.2)	? Mean error on polFlux	[ucd=stat.error]
#Column	e_polPA	(F4.1)	? Mean error on polPA	[ucd=stat.error]
_RAJ2000|_DEJ2000|NVSS|RAJ2000|DEJ2000|e_RAJ2000|e_DEJ2000|S1.4|e_S1.4|polFlux|polPA|e_polFlux|e_polPA
305.53562|+10.01969|202208+100110 |20 22 08.55|+10 01 10.9| 0.03| 0.6|  3348.2|  114.4| 21.97| 77.6| 0.59| 0.5
278.77908|+32.70400|183506+324214 |18 35 06.98|+32 42 14.4| 0.04| 0.6|  3348.5|  109.6|100.73|-56.3| 2.25| 0.2
226.24346|+26.02581|150458+260132 |15 04 58.43|+26 01 32.9| 0.03| 0.6|  3353.8|  101.4|126.75|-44.7|23.85| 0.5
204.70696|+38.85308|133849+385111 |13 38 49.67|+38 51 11.1| 0.04| 0.6|  3358.9|  100.8|  1.31|-61.3| 0.46| 6.6
258.29971|-25.02400|171311-250126 |17 13 11.93|-25 01 26.4| 0.03| 0.6|  3361.9|  105.6|342.38| 24.3| 6.10| 0.1
305.82942|+31.88411|202319+315302 |20 23 19.06|+31 53 02.8| 0.04| 0.6|  3367.5|  101.0|  9.28| 63.5| 0.57| 1.2
309.85854|+41.33325|203926+411959 |20 39 26.05|+41 19 59.7| 0.04| 0.6|  3391.5|  131.2|  4.51| 54.6| 0.66| 2.6
319.71908|+49.61633|211852+493658 |21 18 52.58|+49 36 58.8| 0.05| 0.6|  3393.8|  107.7| 17.86| 47.0| 1.11| 0.8
125.22508|-36.21567|082054-361256 |08 20 54.02|-36 12 56.4| 0.04| 0.6|  3409.2|  120.7|  1.92|-78.8| 1.08| 7.5
150.44471|+28.78236|100146+284656 |10 01 46.73|+28 46 56.5| 0.03| 0.6|  3411.8|  115.4|170.88|-66.9| 0.59| 0.1
266.16029|-28.72792|174438-284340 |17 44 38.47|-28 43 40.5| 0.03| 0.6|  3416.8|  103.2| 18.16| 15.4|44.82| 5.6
035.22617| -1.94772|022054-015651 |02 20 54.28|-01 56 51.8| 0.03| 0.6|  3419.2|  102.6| 86.76| 54.4| 0.48| 0.1
252.80346| +4.98814|165112+045917 |16 51 12.83|+04 59 17.3| 0.03| 0.6|  3428.6|  111.6|641.12| 35.7| 0.91| 0.0
073.80963|-30.11311|045514-300647 |04 55 14.31|-30 06 47.2| 0.03| 0.6|  3430.9|  107.6| 99.18|-89.1| 1.22| 0.1
074.17929|+22.82281|045643+224922 |04 56 43.03|+22 49 22.1| 0.03| 0.6|  3432.8|  120.4| 97.51|-81.4| 0.52| 0.1
068.29596| +5.35428|043311+052115 |04 33 11.03|+05 21 15.4| 0.03| 0.6|  3439.0|  103.2| 84.86|-22.0| 0.46| 0.1
249.86804|-40.26656|163928-401559 |16 39 28.33|-40 15 59.6| 0.04| 0.6|  3458.2|  103.7|      |     |     |
324.16071| +0.69847|213638+004154 |21 36 38.57|+00 41 54.5| 0.03| 0.6|  3472.5|  104.2| 11.76|-82.9| 0.45| 0.8
071.16071|-28.17022|044438-281012 |04 44 38.57|-28 10 12.8| 0.03| 0.6|  3474.2|  113.0| 99.48| 83.8| 0.82| 0.1
116.38792|+10.18692|074533+101112 |07 45 33.10|+10 11 12.9| 0.03| 0.6|  3506.4|  105.2|  1.45| 84.0| 0.43| 5.7
275.33696|+39.71250|182120+394245 |18 21 20.87|+39 42 45.0| 0.04| 0.6|  3506.7|  105.2|  5.50| 76.0| 0.43| 1.6
176.27179|+19.61050|114505+193637 |11 45 05.23|+19 36 37.8| 0.03| 0.6|  3512.4|  118.8| 24.28|-34.4| 1.22| 0.6
279.55783| -6.81319|183813-064847 |18 38 13.88|-06 48 47.5| 0.03| 0.6|  3519.3|  106.6| 24.84| 48.1|25.74| 3.0
328.96737|+38.00811|215552+380029a|21 55 52.17|+38 00 29.2| 0.04| 0.6|  3530.8|  119.9| 21.80|-83.0| 0.61| 0.5
237.49392|+62.68914|154958+624120 |15 49 58.54|+62 41 20.9| 0.07| 0.6|  3563.7|  125.3|102.82| 55.9| 0.46| 0.1
227.72312| -5.71864|151053-054307 |15 10 53.55|-05 43 07.1| 0.03| 0.6|  3569.3|  107.1| 43.56| 23.6| 0.49| 0.2
106.63958|-23.19392|070633-231138 |07 06 33.50|-23 11 38.1| 0.03| 0.6|  3592.9|  107.8|  4.85| 23.3| 0.47| 1.9
228.41625|+26.12603|151339+260733 |15 13 39.90|+26 07 33.7| 0.03| 0.6|  3594.2|  112.7|388.38|-11.6| 4.67| 0.1
254.89921|-40.17489|165935-401029 |16 59 35.81|-40 10 29.6| 0.04| 0.6|  3598.6|  109.6|  6.74| 32.0|16.34| 8.8
039.51071|+59.19756|023802+591151 |02 38 02.57|+59 11 51.2| 0.06| 0.6|  3641.7|  114.7|110.60|  1.7| 1.42| 0.2
266.19867|-28.75228|174447-284508 |17 44 47.68|-28 45 08.2| 0.03| 0.6|  3644.9|  110.0| 10.70|  4.4|44.83| 9.4
004.13171|+79.28103|001631+791651 |00 16 31.61|+79 16 51.7| 0.16| 0.6|  3650.3|  122.1| 27.43| 62.2| 0.61| 0.4
250.95287|+17.26356|164348+171548 |16 43 48.69|+17 15 48.8| 0.03| 0.6|  3666.2|  110.0| 80.64|-82.7| 0.56| 0.1
035.70142|+86.31425|022248+861851 |02 22 48.34|+86 18 51.3| 0.47| 0.6|  3671.5|  117.1|451.77| 42.9| 2.74| 0.0
190.58200| -4.77214|124219-044619 |12 42 19.68|-04 46 19.7| 0.03| 0.6|  3672.1|  129.5| 16.68| 68.4| 0.52| 0.6
083.80408| -5.42094|053512-052515 |05 35 12.98|-05 25 15.4| 0.03| 0.6|  3678.1|  113.4| 12.46|-19.8| 2.12| 1.7
247.15975|+39.55000|162838+393300 |16 28 38.34|+39 33 00.0| 0.04| 0.6|  3678.7|  123.3| -0.24|     | 1.66|
103.81158|+54.15000|065514+540900 |06 55 14.78|+54 09 00.0| 0.05| 0.6|  3680.0|  129.3|127.40| 49.0| 0.48| 0.1
285.70550|-23.49794|190249-232952 |19 02 49.32|-23 29 52.6| 0.03| 0.6|  3706.5|  111.2| 19.30|-72.4| 0.54| 0.6
083.85954| -5.38839|053526-052318 |05 35 26.29|-05 23 18.2| 0.03| 0.6|  3707.9|  123.6| 12.59|-73.4| 2.10| 1.7
147.54487|+14.33258|095010+141957 |09 50 10.77|+14 19 57.3| 0.03| 0.6|  3711.6|  117.7|103.91|-57.6| 0.94| 0.1
021.68500|+33.21933|012644+331309 |01 26 44.40|+33 13 09.6| 0.04| 0.6|  3712.6|  144.2|238.87| 47.2| 0.55| 0.0
181.60283|+64.22703|120624+641337 |12 06 24.68|+64 13 37.3| 0.07| 0.6|  3719.4|  111.6|  2.01| 56.1| 0.43| 4.1
324.45862|-20.70897|213750-204232 |21 37 50.07|-20 42 32.3| 0.03| 0.6|  3732.1|  112.0|  2.04| -3.9| 0.46| 4.4
030.05062|-30.89069|020012-305326 |02 00 12.15|-30 53 26.5| 0.03| 0.6|  3751.6|  130.0| 59.24|-71.0| 0.52| 0.2
126.82212|-20.43969|082717-202622 |08 27 17.31|-20 26 22.9| 0.03| 0.6|  3754.2|  130.6| 87.78| 67.5| 0.51| 0.1
067.76575|+20.62617|043103+203734 |04 31 03.78|+20 37 34.2| 0.03| 0.6|  3755.5|  112.7|  2.64|  4.6| 0.47| 3.4
291.07267|+33.49158|192417+332929 |19 24 17.44|+33 29 29.7| 0.04| 0.6|  3766.0|  113.0| 17.09| 78.3| 0.55| 0.6
260.76721|-35.92122|172304-355516 |17 23 04.13|-35 55 16.4| 0.04| 0.6|  3767.3|  126.8| -0.52|     | 1.74|
260.84612|-35.89497|172323-355341 |17 23 23.07|-35 53 41.9| 0.04| 0.6|  3768.3|  124.4|  5.04| -4.2| 2.08| 4.0
356.01525|+82.44453|234403+822640 |23 44 03.66|+82 26 40.3| 0.23| 0.6|  3777.1|  113.3|  3.60| -0.7| 0.41| 2.2
272.89337|-19.43833|181134-192618 |18 11 34.41|-19 26 18.0| 0.03| 0.6|  3793.4|  117.3|  8.73|-14.5| 8.56| 4.9
083.88333| -5.26133|053532-051540 |05 35 32.00|-05 15 40.8| 0.03| 0.6|  3801.3|  115.5|  8.42| 80.5|19.75| 7.8
266.59204|-29.35342|174622-292112 |17 46 22.09|-29 21 12.3| 0.03| 0.6|  3808.0|  116.6|106.01| 81.9|12.55| 0.5
272.85487|-19.44339|181125-192636 |18 11 25.17|-19 26 36.2| 0.03| 0.6|  3818.2|  116.9| 17.70| -3.9|13.09| 3.0
130.35192|+70.89483|084124+705341 |08 41 24.46|+70 53 41.4| 0.09| 0.6|  3823.1|  114.7|209.68| 81.3| 0.43| 0.0
027.12367|+53.54550|014829+533243 |01 48 29.68|+53 32 43.8| 0.05| 0.6|  3832.8|  120.0| 78.18|  9.4| 1.35| 0.2
258.32987|-25.05639|171319-250323 |17 13 19.17|-25 03 23.0| 0.03| 0.6|  3855.2|  121.2|193.41| 57.5| 6.01| 0.2
154.53846|-31.73764|101809-314415 |10 18 09.23|-31 44 15.5| 0.04| 0.6|  3861.6|  135.7|  3.04| 45.9| 0.51| 3.2
316.03058|+76.55222|210407+763308 |21 04 07.34|+76 33 08.0| 0.13| 0.6|  3890.3|  132.4|  5.44|-26.8| 0.59| 1.9
001.59417| -0.07364|000622-000425 |00 06 22.60|-00 04 25.1| 0.03| 0.6|  3897.6|  116.9| 25.86|-22.1| 0.46| 0.3
006.33196|+64.08567|002519+640508 |00 25 19.67|+64 05 08.4| 0.07| 0.6|  3908.0|  118.4|  4.96|-40.1|24.39|14.0
230.31046| +4.50556|152114+043020 |15 21 14.51|+04 30 20.0| 0.03| 0.6|  3927.2|  117.8|  2.28|  1.2| 0.46| 3.9
291.95221|+73.96725|192748+735802 |19 27 48.53|+73 58 02.1| 0.11| 0.6|  3950.2|  118.5| 61.40|-10.7| 0.45| 0.1
351.16629|+59.25547|232439+591519 |23 24 39.91|+59 15 19.7| 0.06| 0.6|  3954.2|  119.4|231.10|-81.6|52.36| 0.5
300.29117|+33.18672|200109+331112 |20 01 09.88|+33 11 12.2| 0.04| 0.6|  3967.8|  127.0| 58.67| 72.9| 3.36| 0.5
307.05825|+40.87853|202813+405242 |20 28 13.98|+40 52 42.7| 0.04| 0.6|  3972.3|  121.6|  4.72|-39.0|14.91|12.5
072.26617|+45.02678|044903+450136 |04 49 03.88|+45 01 36.4| 0.04| 0.6|  4001.3|  125.1| 18.86| 71.2| 5.27| 1.7
243.42117|+34.21325|161341+341247 |16 13 41.08|+34 12 47.7| 0.04| 0.6|  4024.1|  120.7|135.09| 37.0| 0.45| 0.1
296.69962|+25.21250|194647+251245 |19 46 47.91|+25 12 45.0| 0.03| 0.6|  4028.6|  155.5| 10.28|-27.4| 0.69| 1.2
265.10129|-30.97125|174024-305816 |17 40 24.31|-30 58 16.5| 0.04| 0.6|  4030.5|  122.6|  1.78|  1.6|14.78|28.3
003.70392|+61.29528|001448+611743 |00 14 48.94|+61 17 43.0| 0.06| 0.6|  4039.3|  121.2| 90.71|-85.0| 0.51| 0.1
059.71625|+10.40136|035851+102404 |03 58 51.90|+10 24 04.9| 0.03| 0.6|  4042.2|  128.9|113.32|-85.4| 3.34| 0.2
260.08358| -0.98292|172020-005858 |17 20 20.06|-00 58 58.5| 0.03| 0.6|  4063.3|  139.9| 60.15|-75.8| 0.64| 0.2
184.81387| +5.82789|121915+054940 |12 19 15.33|+05 49 40.4| 0.03| 0.6|  4066.7|  124.0|740.72|-72.0|12.18| 0.1
009.26692| -1.15261|003704-010909 |00 37 04.06|-01 09 09.4| 0.03| 0.6|  4067.1|  138.5|168.42| 20.7| 0.58| 0.1
031.21000|+15.23644|020450+151411 |02 04 50.40|+15 14 11.2| 0.03| 0.6|  4067.7|  122.0|  1.69| 20.7| 0.43| 4.9
259.59471|-39.31969|171822-391910 |17 18 22.73|-39 19 10.9| 0.04| 0.6|  4070.2|  133.2|  0.92| 81.1| 2.33|23.0
241.18871| +1.29769|160445+011751 |16 04 45.29|+01 17 51.7| 0.03| 0.6|  4075.3|  122.3| 14.95|-51.6| 0.50| 0.6
208.07421|+31.44631|135217+312646 |13 52 17.81|+31 26 46.7| 0.04| 0.6|  4085.4|  144.0|  9.39| 41.2| 0.46| 0.9
278.53892| -7.30061|183409-071802 |18 34 09.34|-07 18 02.2| 0.03| 0.6|  4091.2|  135.3|  6.73|-10.8| 2.12| 3.1
019.21429|-20.86850|011651-205206 |01 16 51.43|-20 52 06.6| 0.03| 0.6|  4091.3|  122.7|  4.14| 30.6| 0.45| 2.0
197.91371|-22.27811|131139-221641 |13 11 39.29|-22 16 41.2| 0.03| 0.6|  4093.0|  122.8| 14.01| 22.0| 0.48| 0.7
322.63683| +5.03819|213032+050217 |21 30 32.84|+05 02 17.5| 0.03| 0.6|  4098.0|  122.9|  8.40| 50.5| 0.45| 1.0
076.17204|+38.12031|050441+380713 |05 04 41.29|+38 07 13.1| 0.04| 0.6|  4103.2|  143.7| 11.11|-23.8| 1.37| 1.6
091.94208| -6.38417|060746-062303 |06 07 46.10|-06 23 03.0| 0.03| 0.6|  4110.2|  144.1|  4.18|-15.9| 0.53| 2.3
092.38554|+48.07117|060932+480416 |06 09 32.53|+48 04 16.2| 0.04| 0.6|  4132.8|  124.0| 25.20|-75.0| 0.42| 0.3
258.55421|-38.18703|171413-381113 |17 14 13.01|-38 11 13.3| 0.04| 0.6|  4137.1|  135.3|  7.98| 15.8| 2.73| 2.9
281.85758| -1.94050|184725-015625 |18 47 25.82|-01 56 25.8| 0.03| 0.6|  4137.1|  130.1|  2.53|-40.2| 6.78|16.1
286.90004| +7.14383|190736+070837 |19 07 36.01|+07 08 37.8| 0.03| 0.6|  4146.6|  126.0|  4.25| 64.6|20.98|16.0
006.22725|+64.11550|002454+640655 |00 24 54.54|+64 06 55.8| 0.07| 0.6|  4180.2|  126.2| 83.58| -3.6|37.12| 1.0
158.39112|+58.24386|103333+581437 |10 33 33.87|+58 14 37.9| 0.06| 0.6|  4187.9|  130.8| 99.72|-68.0| 1.20| 0.1
062.78354|+51.16625|041108+510958 |04 11 08.05|+51 09 58.5| 0.05| 0.6|  4193.5|  126.8|  8.16| -5.0|27.62| 9.0
017.07162|-16.07344|010817-160424 |01 08 17.19|-16 04 24.4| 0.03| 0.6|  4201.3|  130.5| 19.05| 21.5| 1.39| 0.8
272.85925|-19.40806|181126-192429 |18 11 26.22|-19 24 29.0| 0.03| 0.6|  4214.3|  127.5| 16.71| -5.1|30.40| 4.8
061.39142|-13.13733|040533-130814 |04 05 33.94|-13 08 14.4| 0.03| 0.6|  4217.8|  126.5| 87.36| 27.2| 0.42| 0.1
174.79454|-13.84525|113910-135042 |11 39 10.69|-13 50 42.9| 0.03| 0.6|  4224.7|  148.5|149.24|-16.2| 0.48| 0.1
333.60387|-17.01672|221424-170100 |22 14 24.93|-17 01 00.2| 0.03| 0.6|  4228.6|  155.1| 16.40| -6.9| 0.76| 0.7
137.38971|+42.89650|090933+425347 |09 09 33.53|+42 53 47.4| 0.04| 0.6|  4233.8|  127.0| 10.16| 70.0| 0.39| 0.8
197.16317| -9.84211|130839-095031 |13 08 39.16|-09 50 31.6| 0.03| 0.6|  4244.2|  127.3| 12.00| 10.7| 0.47| 0.8
083.80858| -5.39147|053514-052329 |05 35 14.06|-05 23 29.3| 0.03| 0.6|  4245.8|  142.7|  8.85|-62.1| 0.84| 1.5
223.98008|-11.14964|145555-110858 |14 55 55.22|-11 08 58.7| 0.03| 0.6|  4249.9|  140.3| 36.77|-18.8| 0.71| 0.3
059.87350|+50.96403|035929+505750 |03 59 29.64|+50 57 50.5| 0.05| 0.6|  4296.1|  128.9| 60.69| 83.9| 0.55| 0.2
210.11937|+62.17739|140028+621038 |14 00 28.65|+62 10 38.6| 0.06| 0.6|  4307.6|  129.2|  1.63|  7.6| 0.43| 5.0
064.62421|+38.04044|041829+380225 |04 18 29.81|+38 02 25.6| 0.04| 0.6|  4311.7|  158.9|208.71| 41.6| 0.76| 0.1
109.32346|-25.08142|071717-250453 |07 17 17.63|-25 04 53.1| 0.03| 0.6|  4374.3|  149.3| 89.07| 67.5| 0.60| 0.1
270.91725|-24.37189|180340-242218 |18 03 40.14|-24 22 18.8| 0.03| 0.6|  4390.5|  134.2| 25.15| 58.1|13.48| 2.2
341.45537|+39.68947|224549+394122 |22 45 49.29|+39 41 22.1| 0.04| 0.6|  4408.1|  136.4| 11.25| 67.1| 8.10| 3.4
276.25912|-13.26375|182502-131549 |18 25 02.19|-13 15 49.5| 0.03| 0.6|  4417.0|  137.0|  7.05|  8.6| 6.77| 5.4
290.56154|+14.05539|192214+140319 |19 22 14.77|+14 03 19.4| 0.03| 0.6|  4479.8|  143.4|  9.81|-49.7| 3.57| 2.8
260.13312|-35.85642|172031-355123 |17 20 31.95|-35 51 23.1| 0.04| 0.6|  4490.1|  165.6|  5.67| 54.3| 0.84| 2.3
281.40687| +9.89567|184537+095344 |18 45 37.65|+09 53 44.4| 0.03| 0.6|  4509.6|  135.3| 20.20| 80.8| 0.60| 0.6
348.43158|+61.48494|231343+612905 |23 13 43.58|+61 29 05.8| 0.06| 0.6|  4516.9|  138.6| 14.37| 24.9|13.05| 4.1
184.89612| +5.83094|121935+054951 |12 19 35.07|+05 49 51.4| 0.03| 0.6|  4581.1|  138.9|178.47|-20.9|19.23| 0.3
073.84862|-20.57050|045523-203413 |04 55 23.67|-20 34 13.8| 0.03| 0.6|  4586.1|  159.5| 20.69|-25.0| 0.51| 0.4
283.33471| +1.24058|185320+011426 |18 53 20.33|+01 14 26.1| 0.03| 0.6|  4600.0|  162.9|  7.91|-86.9| 1.27| 2.1
010.20979|+10.05647|004050+100323 |00 40 50.35|+10 03 23.3| 0.03| 0.6|  4602.3|  147.6| 34.31|-76.5| 0.92| 0.4
249.61758|+62.57886|163828+623443 |16 38 28.22|+62 34 43.9| 0.07| 0.6|  4610.8|  138.3|  4.44|-85.5| 0.42| 1.8
039.43242|-19.54317|023743-193235 |02 37 43.78|-19 32 35.4| 0.03| 0.6|  4615.8|  153.1|135.12| 12.6| 0.66| 0.1
279.60846|+17.21139|183826+171241 |18 38 26.03|+17 12 41.0| 0.03| 0.6|  4644.1|  140.9|191.20| 22.0|19.06| 0.3
349.14662| +4.08828|231635+040517 |23 16 35.19|+04 05 17.8| 0.03| 0.6|  4675.6|  165.2|103.73| -5.3| 0.48| 0.1
333.60850|-17.03900|221426-170220 |22 14 26.04|-17 02 20.4| 0.03| 0.6|  4684.9|  170.1|181.28| -1.4| 0.81| 0.1
272.25321|-20.08242|180900-200456 |18 09 00.77|-20 04 56.7| 0.03| 0.6|  4730.6|  154.9| 10.70|-35.0| 2.62| 2.2
129.29679|-19.86553|083711-195155 |08 37 11.23|-19 51 55.9| 0.03| 0.6|  4742.6|  142.3|  7.58| 11.5| 0.45| 1.2
006.43408|+64.11397|002544+640650 |00 25 44.18|+64 06 50.3| 0.07| 0.6|  4762.5|  143.7| 10.95|-33.5|39.10| 8.1
288.58937|+11.15375|191421+110913 |19 14 21.45|+11 09 13.5| 0.03| 0.6|  4770.0|  163.1|  9.68|-10.5| 1.48| 1.8
040.66967| -0.01325|024240-000047 |02 42 40.72|-00 00 47.7| 0.03| 0.6|  4848.1|  170.4|  2.83|-50.3| 0.50| 3.2
201.56879|+31.90269|132616+315409 |13 26 16.51|+31 54 09.7| 0.04| 0.6|  4861.9|  145.9|  5.78| 84.2| 0.45| 1.5
047.49900|+17.09983|030959+170559 |03 09 59.76|+17 05 59.4| 0.03| 0.6|  4866.5|  149.3|157.11|-16.4| 1.86| 0.1
265.08171|-30.94158|174019-305629 |17 40 19.61|-30 56 29.7| 0.04| 0.6|  4880.3|  147.9|  5.16| 14.4|19.29|11.1
348.40233|+61.52511|231336+613130 |23 13 36.56|+61 31 30.4| 0.06| 0.6|  4886.1|  148.2| 23.61| 41.6|29.28| 3.7
242.30546|+26.69144|160913+264129 |16 09 13.31|+26 41 29.2| 0.03| 0.6|  4908.2|  147.2|  2.58| 56.9| 0.43| 3.3
262.67954|-21.50475|173043-213017 |17 30 43.09|-21 30 17.1| 0.03| 0.6|  4926.8|  149.9| 50.69|  3.2|20.56| 1.4
270.17279|-24.06972|180041-240411 |18 00 41.47|-24 04 11.0| 0.03| 0.6|  4933.7|  153.5|  6.65|-21.7| 6.68| 5.9
357.72771|+64.67186|235054+644018 |23 50 54.65|+64 40 18.7| 0.07| 0.6|  4947.1|  148.4|  6.23|-48.7| 0.51| 1.6
270.92079|-24.37797|180340-242240 |18 03 40.99|-24 22 40.7| 0.03| 0.6|  4959.0|  175.1|  7.53| 52.1| 1.30| 2.3
287.59987| +9.09744|191023+090550 |19 10 23.97|+09 05 50.8| 0.03| 0.6|  4973.5|  153.7| 21.66|-51.7| 8.38| 2.0
006.25192|+64.17014|002500+641012 |00 25 00.46|+64 10 12.5| 0.07| 0.6|  4982.2|  150.4| 48.66|-31.8|39.11| 1.8
351.46358|+58.84294|232551+585034 |23 25 51.26|+58 50 34.6| 0.06| 0.6|  4987.3|  154.6|391.94| 19.5| 9.84| 0.1
282.32508| -0.91597|184918-005457 |18 49 18.02|-00 54 57.5| 0.03| 0.6|  4992.5|  154.2| 16.20| 63.0|10.53| 3.0
093.45562|+26.07706|061349+260437 |06 13 49.35|+26 04 37.4| 0.03| 0.6|  5000.0|  166.0| 20.69| 85.8| 0.79| 0.6
248.64108|+62.75992|163433+624535 |16 34 33.86|+62 45 35.7| 0.07| 0.6|  5001.9|  150.1|  8.46| 22.9| 0.44| 1.0
006.40142|+64.17856|002536+641042 |00 25 36.34|+64 10 42.8| 0.07| 0.6|  5030.9|  152.4| 38.15| 68.7|23.18| 1.8
242.41250|+65.94781|160939+655652 |16 09 39.00|+65 56 52.1| 0.07| 0.6|  5034.8|  151.0|221.98| -8.2| 0.42| 0.0
280.46450|+79.79092|184151+794727 |18 41 51.48|+79 47 27.3| 0.17| 0.6|  5036.4|  159.1|344.18| 17.8| 4.99| 0.1
295.10404|+60.69294|194024+604134 |19 40 24.97|+60 41 34.6| 0.06| 0.6|  5065.7|  178.8| 13.93| 11.0| 0.44| 0.6
266.76912|-29.01303|174704-290046 |17 47 04.59|-29 00 46.9| 0.03| 0.6|  5076.7|  154.6| 58.46|-39.8|16.61| 1.0
020.11300|-15.33803|012027-152016 |01 20 27.12|-15 20 16.9| 0.03| 0.6|  5081.7|  179.4| 34.44|-50.0| 0.44| 0.2
083.84846| -5.40125|053523-052404 |05 35 23.63|-05 24 04.5| 0.03| 0.6|  5085.4|  162.5|  8.24|-86.6| 1.19| 2.0
194.23908|+47.33883|125657+472019 |12 56 57.38|+47 20 19.8| 0.04| 0.6|  5099.6|  180.2| 88.71|  9.0| 0.42| 0.1
266.81371|-29.07028|174715-290413 |17 47 15.29|-29 04 13.0| 0.03| 0.6|  5113.7|  155.8| 65.34|-25.7|14.17| 0.8
192.09992|-19.98850|124823-195918 |12 48 23.98|-19 59 18.6| 0.03| 0.6|  5135.7|  154.1| 17.08|  6.1| 0.47| 0.5
262.65237|-21.48633|173036-212910 |17 30 36.57|-21 29 10.8| 0.03| 0.6|  5143.3|  159.3| 33.19| 58.6| 9.23| 1.4
313.21675|+36.59319|205252+363535 |20 52 52.02|+36 35 35.5| 0.04| 0.6|  5143.6|  154.3|  2.69| 14.6| 0.50| 3.7
258.23875|-28.15994|171257-280935 |17 12 57.30|-28 09 35.8| 0.03| 0.6|  5181.0|  182.3|130.14| 12.6| 0.76| 0.1
085.40996| -1.87903|054138-015244 |05 41 38.39|-01 52 44.5| 0.03| 0.6|  5250.4|  158.4| 13.80|-33.7|41.57| 6.8
193.65933|-12.55578|125438-123320 |12 54 38.24|-12 33 20.8| 0.03| 0.6|  5290.3|  162.7|310.35| -5.6| 7.25| 0.1
262.67804|-21.47289|173042-212822 |17 30 42.73|-21 28 22.4| 0.03| 0.6|  5325.4|  166.1| 81.18| 74.2| 7.45| 0.5
036.38183|+62.10531|022531+620619 |02 25 31.64|+62 06 19.1| 0.06| 0.6|  5387.6|  173.2|  7.63| -1.5| 3.39| 3.4
206.88925|+12.29003|134733+121724 |13 47 33.42|+12 17 24.1| 0.03| 0.6|  5397.2|  161.9|  8.88|-81.9| 0.46| 1.0
307.03075|+40.86092|202807+405139 |20 28 07.38|+40 51 39.3| 0.04| 0.6|  5401.9|  167.7|  7.83|-66.2| 8.15| 5.6
290.95571|+14.54897|192349+143256 |19 23 49.37|+14 32 56.3| 0.03| 0.6|  5419.1|  172.8|  0.43|-15.2| 3.63|65.9
348.38554|+61.52031|231332+613113 |23 13 32.53|+61 31 13.1| 0.06| 0.6|  5439.7|  165.4| 22.72| 26.8|20.60| 3.0
229.18575| +7.02169|151644+070118 |15 16 44.58|+07 01 18.1| 0.03| 0.6|  5499.3|  209.1|  8.53|-76.5| 0.64| 1.2
180.08004|+73.01269|120019+730045 |12 00 19.21|+73 00 45.7| 0.10| 0.6|  5564.1|  166.9| 62.97|-19.5| 0.46| 0.1
